"","cntry","cntryID","year","AvgS_a02","AvgS_a03","AvgS_a05","AvgS_a06","AvgS_a07","AvgS_a12","AvgS_a08","AvgS_a01","AvgS_a04","AvgS_a09","AvgS_a10","AvgS_b01_2","AvgS_b03_1_min","AvgS_b03_2","AvgS_b04_a","AvgS_b04_b","AvgS_b05","AvgS_b07","AvgS_b08","AvgS_b09_1","AvgS_b09_2","AvgS_b10_max","AvgS_b11_1","AvgS_b11_2","AvgS_b12","AvgS_b02","AvgS_b04","AvgS_b06","AvgS_b13","AvgS_c03","AvgS_c11","AvgS_c02","AvgS_c10","AvgS_c04","AvgS_c05","AvgS_c09","AvgS_c01_2","AvgS_c06","AvgS_c07","AvgS_c08","AvgS_c12","AvgS_c14","AvgS_c15","AvgS_d03_3","AvgS_d04","AvgS_d06","AvgS_d10","AvgS_d11","AvgS_d12","AvgS_d03_1","AvgS_d03_2","AvgS_d05","AvgS_d08","AvgS_d09_0","AvgS_d09_1","AvgS_d03_4","AvgS_e07","AvgS_e12","AvgS_e11","AvgS_e06","AvgS_e01","AvgS_e02","AvgS_e03","AvgS_e04","AvgS_e05","AvgS_e08","AvgS_e09","AvgS_e10","AvgS_e13","AvgS_elig_A","AvgS_elig_B","AvgS_elig_C","AvgS_elig_D","AvgS_cond_A","AvgS_cond_B","AvgS_cond_C","AvgS_cond_D","AvgS_secu_A","AvgS_secu_B","AvgS_secu_C","AvgS_secu_D","AvgS_righ_A","AvgS_righ_B","AvgS_righ_C","AvgS_righ_D","AvgS_ExtReg_A","AvgS_ExtReg_B","AvgS_ExtReg_C","AvgS_ExtReg_D","AvgS_IntReg_A","AvgS_IntReg_B","AvgS_IntReg_C","AvgS_IntReg_D","AvgS_Reg_A","AvgS_Reg_B","AvgS_Reg_C","AvgS_Reg_D","AvgS_ExtCont","AvgS_IntCont","AvgS_Cont","AvgS_ImmPol","CCode","R_adm_guide","R_adm_guide_A","R_adm_guide_B","R_adm_guide_C","R_adm_guide_D","R_adm_guide_E","R_adm_guide_F","name"
"57","au","au",2005,0,0.55,0.5,0,0.9,0.5,0,0.6,0.6,0.1,0,0.725,0.6,0.15,0,0,0.375,0.375,0.25,0.375,0,0.266666666666667,0.75,0.375,0.2,0.35,0,0.8375,0.425,0.5,0,0,0.5,0.5,0,0,0,0,0,NA,0.166666666666667,0.25,0,NA,0,0,0,0.5,0.5,0.7,0,0.5,0,0.75,NA,0,0,0.7,0,0,0.75,0.7,0.7,0,0,0.3,1,1,0.583333333333333,0.412499994039536,0.456250011920929,0.16666667163372,0.140000000596046,0.5,0.316071420907974,0,0.25,0.0500000007450581,0.397916674613953,0.16666667163372,0.75,0,0.425000011920929,0.138888895511627,0.333333343267441,0.456250011920929,0.386160731315613,0.0833333358168602,0.194999992847443,0.025000000372529,0.411458343267441,0.152777791023254,0.541666686534882,0.240625008940697,0.398809552192688,0.118055567145348,0.368333339691162,0.291666656732559,0.569047629833221,0.430357158184052,0.31123611330986,900,"-1 Yes","-201: <50% administrative guidelines","-201: <50% administrative guidelines","-202: >=50% administrative guidelines",NA,"-201: <50% administrative guidelines",NA,""
"58","au","au",2006,0,0.55,0.5,0,0.8,0.5,0,0.6,0.6,0.1,0,0.725,0.6,0.15,0,0,0.375,0.375,0.25,0.375,0,0.266666666666667,0.75,0.375,0.2,0.35,0,0.8375,0.425,0.5,0,0,0.5,0.5,0,0,0,0,0,NA,0.166666666666667,0.25,0,NA,0,0,0,0.5,0.5,0.7,0,0.5,0,0.75,NA,0,0,0.7,0,0,0.75,0.7,0.7,0,0,0.3,1,1,0.583333333333333,0.412499994039536,0.456250011920929,0.16666667163372,0.140000000596046,0.474999994039536,0.316071420907974,0,0.25,0.0500000007450581,0.397916674613953,0.16666667163372,0.75,0,0.425000011920929,0.138888895511627,0.333333343267441,0.443749994039536,0.386160731315613,0.0833333358168602,0.194999992847443,0.025000000372529,0.411458343267441,0.152777791023254,0.541666686534882,0.234375,0.398809552192688,0.118055567145348,0.368333339691162,0.291666656732559,0.569047629833221,0.430357158184052,0.309986114501953,900,"-1 Yes","-201: <50% administrative guidelines","-201: <50% administrative guidelines","-202: >=50% administrative guidelines",NA,"-201: <50% administrative guidelines",NA,""
"59","au","au",2007,0,0.55,0.5,0,0.9,0.5,0,0.6,0.6,0.1,0,0.725,0.6,0.15,0,0,0.5625,0.375,0.25,0.375,0,0.266666666666667,0.75,0.375,0.2,0.525,0,0.8375,0.425,0.5,0,0,0.5,0.5,0,0,0,0,0,NA,0.166666666666667,0.25,0,NA,0,0,0,0.5,0.5,0.7,0,0.5,0,0.75,NA,0,1,0.7,0.8,0,0.75,0.7,0.7,0,0,0.3,1,1,0.583333333333333,0.412499994039536,0.5,0.16666667163372,0.140000000596046,0.5,0.342857152223587,0,0.25,0.0500000007450581,0.397916674613953,0.16666667163372,0.75,0,0.425000011920929,0.138888895511627,0.333333343267441,0.456250011920929,0.421428561210632,0.0833333358168602,0.194999992847443,0.025000000372529,0.411458343267441,0.152777791023254,0.541666686534882,0.240625008940697,0.416443467140198,0.118055567145348,0.368333339691162,0.458333343267441,0.683333337306976,0.570833325386047,0.342858135700226,900,"-1 Yes","-201: <50% administrative guidelines","-201: <50% administrative guidelines","-202: >=50% administrative guidelines",NA,"-201: <50% administrative guidelines",NA,""
"60","au","au",2008,0,0.55,0.5,0,0.8,0.5,0,0.6,0.6,0.1,0,0.725,0.6,0.15,0,0,0.5625,0.375,0.25,0.375,0,0.266666666666667,0.75,0.375,0.2,0.525,0,0.825,0.425,0.5,0,0,0.5,0.5,0,0,0,0,0,NA,0.166666666666667,0.25,0,NA,0,0,0,0.5,0.5,0.7,0,0.5,0,0.75,NA,0,1,0.7,0.8,0,0.75,0.7,0.7,0,0,0.3,1,1,0.583333333333333,0.412499994039536,0.5,0.16666667163372,0.140000000596046,0.474999994039536,0.341071426868439,0,0.25,0.0500000007450581,0.397916674613953,0.16666667163372,0.75,0,0.425000011920929,0.138888895511627,0.333333343267441,0.443749994039536,0.420535713434219,0.0833333358168602,0.194999992847443,0.025000000372529,0.411458343267441,0.152777791023254,0.541666686534882,0.234375,0.41599702835083,0.118055567145348,0.368333339691162,0.458333343267441,0.683333337306976,0.570833325386047,0.341518849134445,900,"-1 Yes","-201: <50% administrative guidelines","-201: <50% administrative guidelines","-202: >=50% administrative guidelines",NA,"-201: <50% administrative guidelines",NA,""
"61","au","au",2009,0,0.55,0.5,0,0.9,0.5,0,0.6,0.6,0.1,0,0.725,0.6,0.15,0,0,0.5625,0.375,0.25,0.375,0,0.266666666666667,0.75,0.375,0.2,0.525,0,0.8375,0.425,0.5,0,0,0.5,0.5,0,0,0,0,0,NA,0.166666666666667,0.25,0,NA,0,0,0,0.5,0.5,0.7,0,0.5,0,0.75,NA,0,1,0.7,0.8,0,0.75,0.7,0.7,0,0,0.3,1,1,0.583333333333333,0.412499994039536,0.5,0.16666667163372,0.140000000596046,0.5,0.342857152223587,0,0.25,0.0500000007450581,0.397916674613953,0.16666667163372,0.75,0,0.425000011920929,0.138888895511627,0.333333343267441,0.456250011920929,0.421428561210632,0.0833333358168602,0.194999992847443,0.025000000372529,0.411458343267441,0.152777791023254,0.541666686534882,0.240625008940697,0.416443467140198,0.118055567145348,0.368333339691162,0.458333343267441,0.683333337306976,0.570833325386047,0.342858135700226,900,"-1 Yes","-201: <50% administrative guidelines","-201: <50% administrative guidelines","-202: >=50% administrative guidelines",NA,"-201: <50% administrative guidelines",NA,""
"62","au","au",2010,0,0.55,0.5,0,0.9,0.5,0,0.6,0.6,0.1,0,0.725,0.6,0.15,0,0,0.5625,0.375,0.25,0.375,0,0.266666666666667,0.75,0.375,0.2,0.5,0,0.8375,0.425,0.5,0,0,0.5,0.5,0,0,0,0,0,NA,0.166666666666667,0.25,0,NA,0,0,0,0.5,0.5,0.7,0,0.5,0,0.75,NA,0,1,0.7,0.8,0,0.75,0.7,0.7,0,0,0.3,1,1,0.583333333333333,0.412499994039536,0.493750005960464,0.16666667163372,0.140000000596046,0.5,0.342857152223587,0,0.25,0.0500000007450581,0.397916674613953,0.16666667163372,0.75,0,0.425000011920929,0.138888895511627,0.333333343267441,0.456250011920929,0.418303579092026,0.0833333358168602,0.194999992847443,0.025000000372529,0.411458343267441,0.152777791023254,0.541666686534882,0.240625008940697,0.414880961179733,0.118055567145348,0.368333339691162,0.458333343267441,0.683333337306976,0.570833325386047,0.342545628547668,900,"-1 Yes","-201: <50% administrative guidelines","-201: <50% administrative guidelines","-202: >=50% administrative guidelines",NA,"-201: <50% administrative guidelines",NA,""
"63","be","be",1980,0.2,0.3,0,0,0,0,0,0,0,0,0.3375,0.7,0,0,0.125,0,0,0.416666666666667,0.5,0,0.166666666666667,0.6,0,0.7,0.5,0,0,1,0.9,0.5,0.333333333333333,0,0,0,0,0,1,0.5,0.5,0.5,0.416666666666667,0.5,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.5,1,1,0.7,0,1,1,0.55,1,0.5,0.833333333333333,0.125,0.174999997019768,0.375,NA,0,0.297619044780731,0.5,NA,0,0.449999988079071,0.25,NA,0.337500005960464,0.899999976158142,0.416666656732559,NA,0.0625,0.23630952835083,0.4375,NA,0.168750002980232,0.674999952316284,0.333333313465118,NA,0.115625001490116,0.455654740333557,0.385416656732559,NA,0.591666638851166,0.647619068622589,0.619642853736877,0.394084811210632,211,"-1 Yes","-200: 0% administrative guidelines","-200: 0% administrative guidelines",NA,NA,"-201: <50% administrative guidelines","-200: 0% administrative guidelines","AG (Omzendbrief), ministerial guideline (Omzendbrief), "
"64","be","be",1981,0.2,0.3,0,0,0,0,0,0,0,0,0.3375,0.7,0,0,0.125,0,0,0.416666666666667,0.5,0,0.166666666666667,0.6,0,0.7,0.5,0,0,1,0.9,0.5,0.333333333333333,0,0,0,0,0,1,0.5,0.5,0.5,0.416666666666667,0.5,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.5,1,1,0.7,0,1,1,0.55,1,0.5,0.833333333333333,0.125,0.174999997019768,0.375,NA,0,0.297619044780731,0.5,NA,0,0.449999988079071,0.25,NA,0.337500005960464,0.899999976158142,0.416666656732559,NA,0.0625,0.23630952835083,0.4375,NA,0.168750002980232,0.674999952316284,0.333333313465118,NA,0.115625001490116,0.455654740333557,0.385416656732559,NA,0.591666638851166,0.647619068622589,0.619642853736877,0.394084811210632,211,"-1 Yes","-200: 0% administrative guidelines","-200: 0% administrative guidelines",NA,NA,"-201: <50% administrative guidelines",NA,""
"65","be","be",1982,0.2,0.3,0,0,0,0,0,0,0,0,0.3375,0.7,0,0,0.125,0,0,0.416666666666667,0.5,0,0.166666666666667,0.6,0,0.7,0.5,0,0,1,0.9,0.5,0.333333333333333,0,0,0,0,0,1,0.5,0.5,0.5,0.416666666666667,0.5,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.5,1,1,0.7,0,1,1,0.55,1,0.5,0.833333333333333,0.125,0.174999997019768,0.375,NA,0,0.297619044780731,0.5,NA,0,0.449999988079071,0.25,NA,0.337500005960464,0.899999976158142,0.416666656732559,NA,0.0625,0.23630952835083,0.4375,NA,0.168750002980232,0.674999952316284,0.333333313465118,NA,0.115625001490116,0.455654740333557,0.385416656732559,NA,0.591666638851166,0.647619068622589,0.619642853736877,0.394084811210632,211,"-1 Yes","-200: 0% administrative guidelines","-200: 0% administrative guidelines",NA,NA,"-201: <50% administrative guidelines",NA,""
"66","be","be",1983,0.2,0.3,0,0,0,0,0,0,0,0,0.3375,0.7,0,0,0.125,0,0,0.416666666666667,0.5,0,0.166666666666667,0.6,0,0.7,0.5,0,0,1,0.9,0.5,0.333333333333333,0,0,0,0,0,1,0.5,0.5,0.5,0.416666666666667,0.5,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.5,1,1,0.7,0,1,1,0.55,1,0.5,0.833333333333333,0.125,0.174999997019768,0.375,NA,0,0.297619044780731,0.5,NA,0,0.449999988079071,0.25,NA,0.337500005960464,0.899999976158142,0.416666656732559,NA,0.0625,0.23630952835083,0.4375,NA,0.168750002980232,0.674999952316284,0.333333313465118,NA,0.115625001490116,0.455654740333557,0.385416656732559,NA,0.591666638851166,0.647619068622589,0.619642853736877,0.394084811210632,211,"-1 Yes","-200: 0% administrative guidelines","-200: 0% administrative guidelines",NA,NA,"-201: <50% administrative guidelines",NA,""
"67","be","be",1984,0.15,0.3,0,0,0,0,0,0,0,0,0.3375,0.7,0,0,0.125,0,0,0.416666666666667,0.5,0,0.166666666666667,0.6,0,0.7,0.5,0,0,1,0.9,0.5,0.333333333333333,0,0,0,0,0,1,0.5,0.5,0.5,0.416666666666667,0.5,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.5,1,1,0.7,0,1,1,0.55,1,0.5,0.833333333333333,0.112499997019768,0.174999997019768,0.375,NA,0,0.297619044780731,0.5,NA,0,0.449999988079071,0.25,NA,0.337500005960464,0.899999976158142,0.416666656732559,NA,0.0562499985098839,0.23630952835083,0.4375,NA,0.168750002980232,0.674999952316284,0.333333313465118,NA,0.112499997019768,0.455654740333557,0.385416656732559,NA,0.591666638851166,0.647619068622589,0.619642853736877,0.393303573131561,211,"-1 Yes","-200: 0% administrative guidelines","-200: 0% administrative guidelines",NA,NA,"-201: <50% administrative guidelines",NA,""
"68","be","be",1985,0.15,0.3,0,0,0,0,0,0,0,0,0.3375,0.7,0,0,0.125,0,0,0.416666666666667,0.5,0,0.166666666666667,0.6,0,0.7,0.5,0,0,1,0.9,0.5,0.333333333333333,0,0,0,0,0,1,0.5,0.5,0.5,0.416666666666667,0.5,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.5,1,1,0.7,0,1,1,0.55,1,0.5,0.833333333333333,0.112499997019768,0.174999997019768,0.375,NA,0,0.297619044780731,0.5,NA,0,0.449999988079071,0.25,NA,0.337500005960464,0.899999976158142,0.416666656732559,NA,0.0562499985098839,0.23630952835083,0.4375,NA,0.168750002980232,0.674999952316284,0.333333313465118,NA,0.112499997019768,0.455654740333557,0.385416656732559,NA,0.591666638851166,0.647619068622589,0.619642853736877,0.393303573131561,211,"-1 Yes","-200: 0% administrative guidelines","-200: 0% administrative guidelines",NA,NA,"-201: <50% administrative guidelines",NA,""
"69","be","be",1986,0.15,0.3,0,0,0,0,0,0,0,0,0.3375,0.7,0,0,0.125,0,0,0.416666666666667,0.5,0,0.166666666666667,0.6,0,0.7,0.5,0,0,0.9,0.9,0.5,0.333333333333333,0,0,0,0,0,1,0.5,0.5,0.5,0.416666666666667,0.5,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.5,1,1,0.7,0,1,1,0.55,1,0.5,0.833333333333333,0.112499997019768,0.174999997019768,0.375,NA,0,0.283333331346512,0.5,NA,0,0.449999988079071,0.25,NA,0.337500005960464,0.899999976158142,0.416666656732559,NA,0.0562499985098839,0.229166656732559,0.4375,NA,0.168750002980232,0.674999952316284,0.333333313465118,NA,0.112499997019768,0.45208328962326,0.385416656732559,NA,0.591666638851166,0.647619068622589,0.619642853736877,0.392410695552826,211,"-1 Yes","-200: 0% administrative guidelines","-200: 0% administrative guidelines",NA,NA,"-201: <50% administrative guidelines",NA,""
"70","be","be",1987,0.15,0.3,0,0,0,0,0,0,0,0,0.3375,0.7,0,0,0.125,0,0,0.416666666666667,0.5,0,0.166666666666667,0.6,0,0.7,0.5,0,0,0.9,0.9,0.5,0.333333333333333,0,0,0,0,0,1,0.5,0.5,0.5,0.416666666666667,0.5,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.5,1,1,0.7,0.7,1,1,0.55,1,0.5,0.833333333333333,0.112499997019768,0.174999997019768,0.375,NA,0,0.283333331346512,0.5,NA,0,0.449999988079071,0.25,NA,0.337500005960464,0.899999976158142,0.416666656732559,NA,0.0562499985098839,0.229166656732559,0.4375,NA,0.168750002980232,0.674999952316284,0.333333313465118,NA,0.112499997019768,0.45208328962326,0.385416656732559,NA,0.708333313465118,0.647619068622589,0.677976191043854,0.406994044780731,211,"-1 Yes","-200: 0% administrative guidelines","-200: 0% administrative guidelines",NA,NA,"-201: <50% administrative guidelines",NA,""
"71","be","be",1988,0.15,0.3,0,0,0,0,0,0,0,0,0.3375,0.7,0,0,0.125,0,0,0.416666666666667,0.5,0,0.166666666666667,0.6,0,0.7,0.5,0,0,0.9,0.9,0.5,0.333333333333333,0,0,0,0,0,1,0.5,0.5,0.5,0.416666666666667,0.5,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.5,1,1,0.7,0.7,1,1,0.55,1,0.5,0.833333333333333,0.112499997019768,0.174999997019768,0.375,NA,0,0.283333331346512,0.5,NA,0,0.449999988079071,0.25,NA,0.337500005960464,0.899999976158142,0.416666656732559,NA,0.0562499985098839,0.229166656732559,0.4375,NA,0.168750002980232,0.674999952316284,0.333333313465118,NA,0.112499997019768,0.45208328962326,0.385416656732559,NA,0.708333313465118,0.647619068622589,0.677976191043854,0.406994044780731,211,"-1 Yes","-200: 0% administrative guidelines","-200: 0% administrative guidelines",NA,NA,"-201: <50% administrative guidelines",NA,""
"72","be","be",1989,0.15,0.3,0,0,0,0,0,0,0,0,0.3375,0.7,0,0,0.125,0,0,0.416666666666667,0.5,0,0.166666666666667,0.6,0,0.7,0.5,0,0,0.9,0.9,0.5,0.333333333333333,0,0,0,0,0,1,0.5,0.5,0.5,0.416666666666667,0.5,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.5,1,1,0.7,0.7,1,1,0.55,1,0.5,0.833333333333333,0.112499997019768,0.174999997019768,0.375,NA,0,0.283333331346512,0.5,NA,0,0.449999988079071,0.25,NA,0.337500005960464,0.899999976158142,0.416666656732559,NA,0.0562499985098839,0.229166656732559,0.4375,NA,0.168750002980232,0.674999952316284,0.333333313465118,NA,0.112499997019768,0.45208328962326,0.385416656732559,NA,0.708333313465118,0.647619068622589,0.677976191043854,0.406994044780731,211,"-1 Yes","-200: 0% administrative guidelines","-200: 0% administrative guidelines",NA,NA,"-201: <50% administrative guidelines",NA,""
"73","be","be",1990,0.15,0.3,0,0,0,0,0,0,0,0,0.3375,0.7,0,0,0.125,0,0,0.416666666666667,0.5,0,0.166666666666667,0.6,0,0.7,0.5,0,0,0.9,0.9,0.5,0.333333333333333,0,0,0,0,0,1,0.5,0.5,0.5,0.416666666666667,0.5,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.5,1,1,0.7,0.7,1,1,0.55,1,0.5,0.833333333333333,0.112499997019768,0.174999997019768,0.375,NA,0,0.283333331346512,0.5,NA,0,0.449999988079071,0.25,NA,0.337500005960464,0.899999976158142,0.416666656732559,NA,0.0562499985098839,0.229166656732559,0.4375,NA,0.168750002980232,0.674999952316284,0.333333313465118,NA,0.112499997019768,0.45208328962326,0.385416656732559,NA,0.708333313465118,0.647619068622589,0.677976191043854,0.406994044780731,211,"-1 Yes","-200: 0% administrative guidelines","-200: 0% administrative guidelines",NA,NA,"-201: <50% administrative guidelines",NA,""
"74","be","be",1991,0.15,0.3,0,0,0,0,0,0,0,0,0.3375,0.7,0,0,0.125,0,0,0.416666666666667,0.5,0,0.166666666666667,0.6,0,0.7,0.5,0,0,0.9,0.9,0.5,0.333333333333333,0,0,0,0,0,1,0.5,0.5,0.5,0.416666666666667,0.5,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.5,1,1,0.7,0.7,1,1,0.55,1,0.5,0.833333333333333,0.112499997019768,0.174999997019768,0.375,NA,0,0.283333331346512,0.5,NA,0,0.449999988079071,0.25,NA,0.337500005960464,0.899999976158142,0.416666656732559,NA,0.0562499985098839,0.229166656732559,0.4375,NA,0.168750002980232,0.674999952316284,0.333333313465118,NA,0.112499997019768,0.45208328962326,0.385416656732559,NA,0.708333313465118,0.647619068622589,0.677976191043854,0.406994044780731,211,"-1 Yes","-201: <50% administrative guidelines","-200: 0% administrative guidelines","-201: <50% administrative guidelines",NA,"-202: >=50% administrative guidelines","-200: 0% administrative guidelines","AG (Omzendbrief), ministerial guideline (Omzendbrief), "
"75","be","be",1992,0.15,0.3,0,0,0,0,0,0,0,0,0.3375,0.7,0,0,0.125,0,0,0.416666666666667,0.5,0,0.166666666666667,0.6,0,0.7,0.5,0,0,0.9,0.9,0.5,0.333333333333333,0,0,0,0,0,1,0.5,0.5,0.5,0.416666666666667,0.625,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.5,1,1,0.7,0.7,1,1,0.55,1,0.5,0.833333333333333,0.112499997019768,0.174999997019768,0.375,NA,0,0.283333331346512,0.5,NA,0,0.449999988079071,0.25,NA,0.337500005960464,0.899999976158142,0.458333343267441,NA,0.0562499985098839,0.229166656732559,0.4375,NA,0.168750002980232,0.674999952316284,0.354166686534882,NA,0.112499997019768,0.45208328962326,0.395833343267441,NA,0.708333313465118,0.647619068622589,0.677976191043854,0.40959820151329,211,"-1 Yes","-201: <50% administrative guidelines","-200: 0% administrative guidelines","-201: <50% administrative guidelines",NA,"-202: >=50% administrative guidelines",NA,""
"76","be","be",1993,0.15,0.3,0,0,0,0,0,0,0,0,0.3375,0.7,0,0,0.125,0,0,0.416666666666667,0.5,0,0.166666666666667,0.6,0,0.7,0.5,0,0,0.9,0.9,0.5,0.5,0,0,0,0,0,1,0.5,0.5,0.5,0.416666666666667,0.625,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.5,1,1,0.7,0.7,1,1,0.55,1,0.5,0.833333333333333,0.112499997019768,0.174999997019768,0.375,NA,0,0.283333331346512,0.5,NA,0,0.449999988079071,0.25,NA,0.337500005960464,0.899999976158142,0.513888895511627,NA,0.0562499985098839,0.229166656732559,0.4375,NA,0.168750002980232,0.674999952316284,0.381944447755814,NA,0.112499997019768,0.45208328962326,0.409722208976746,NA,0.708333313465118,0.647619068622589,0.677976191043854,0.413070410490036,211,"-1 Yes","-201: <50% administrative guidelines","-200: 0% administrative guidelines","-201: <50% administrative guidelines",NA,"-202: >=50% administrative guidelines",NA,""
"77","be","be",1994,0.15,0.3,0,0,0,0,0,0,0,0,0.3375,0.7,0,0,0.125,0,0,0.416666666666667,0.5,0,0.166666666666667,0.6,0,0.7,0.5,0,0,0.9,0.9,0.5,0.5,0,0,0,0,0,1,0.5,0.5,0.5,0.416666666666667,0.625,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.5,1,1,0.7,0.7,1,1,0.55,1,0.5,0.833333333333333,0.112499997019768,0.174999997019768,0.375,NA,0,0.283333331346512,0.5,NA,0,0.449999988079071,0.25,NA,0.337500005960464,0.899999976158142,0.513888895511627,NA,0.0562499985098839,0.229166656732559,0.4375,NA,0.168750002980232,0.674999952316284,0.381944447755814,NA,0.112499997019768,0.45208328962326,0.409722208976746,NA,0.708333313465118,0.647619068622589,0.677976191043854,0.413070410490036,211,"-1 Yes","-201: <50% administrative guidelines","-200: 0% administrative guidelines","-201: <50% administrative guidelines",NA,"-202: >=50% administrative guidelines",NA,""
"78","be","be",1995,0.15,0.3,0,0,0,0,0,0,0,0,0.3375,0.7,0,0,0.125,0,0,0.416666666666667,0.5,0,0.166666666666667,0.6,0,0.7,0.5,0,0,0.9,0.9,0.5,0.5,0,0,0,0,0,1,0.5,0.5,0.5,0.416666666666667,0.625,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.5,1,1,0.7,0.7,1,1,0.55,1,0.5,0.833333333333333,0.112499997019768,0.174999997019768,0.375,NA,0,0.283333331346512,0.5,NA,0,0.449999988079071,0.25,NA,0.337500005960464,0.899999976158142,0.513888895511627,NA,0.0562499985098839,0.229166656732559,0.4375,NA,0.168750002980232,0.674999952316284,0.381944447755814,NA,0.112499997019768,0.45208328962326,0.409722208976746,NA,0.708333313465118,0.647619068622589,0.677976191043854,0.413070410490036,211,"-1 Yes","-201: <50% administrative guidelines","-200: 0% administrative guidelines","-201: <50% administrative guidelines",NA,"-202: >=50% administrative guidelines",NA,""
"79","be","be",1996,0.15,0.3,0,0,0,0,0,0,0,0,0.3375,0.7,0,0,0.125,0,0,0.416666666666667,0.5,0,0.166666666666667,0.6,0,0.7,0.5,0,0,0.9,0.9,0.5,0.5,0,0,0,0,0,1,0.5,0.5,0.5,0.416666666666667,0.625,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.5,1,1,0.7,0.7,1,1,0.55,1,0.5,0.833333333333333,0.112499997019768,0.174999997019768,0.375,NA,0,0.283333331346512,0.5,NA,0,0.449999988079071,0.25,NA,0.337500005960464,0.899999976158142,0.513888895511627,NA,0.0562499985098839,0.229166656732559,0.4375,NA,0.168750002980232,0.674999952316284,0.381944447755814,NA,0.112499997019768,0.45208328962326,0.409722208976746,NA,0.708333313465118,0.647619068622589,0.677976191043854,0.413070410490036,211,"-1 Yes","-201: <50% administrative guidelines","-200: 0% administrative guidelines","-201: <50% administrative guidelines",NA,"-202: >=50% administrative guidelines",NA,""
"80","be","be",1997,0,0.3,0,0,0,0,0,0,0,0,0.3375,0.7,0,0,0.125,0,0,0.416666666666667,0.5,0,0.166666666666667,0.6,0,0.7,0.5,0,0,0.9,0.9,0.5,0.5,0,0,0,0,0,1,0.5,0.5,0.5,0.416666666666667,0.625,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.5,1,1,0.7,0.7,1,1,0.55,1,0.5,0.833333333333333,0.0750000029802322,0.174999997019768,0.375,NA,0,0.283333331346512,0.5,NA,0,0.449999988079071,0.25,NA,0.337500005960464,0.899999976158142,0.513888895511627,NA,0.0375000014901161,0.229166656732559,0.4375,NA,0.168750002980232,0.674999952316284,0.381944447755814,NA,0.103125005960464,0.45208328962326,0.409722208976746,NA,0.708333313465118,0.647619068622589,0.677976191043854,0.4107266664505,211,"-1 Yes","-201: <50% administrative guidelines","-200: 0% administrative guidelines","-201: <50% administrative guidelines",NA,"-202: >=50% administrative guidelines",NA,""
"81","be","be",1998,0,0.3,0,0,0,0,0,0,0,0,0.3375,0.7,0,0,0.125,0,0,0.416666666666667,0.5,0,0.166666666666667,0.6,0,0.7,0.5,0,0,0.9,0.9,0.5,0.5,0,0,0,0,0,1,0.5,0.5,0.5,0.416666666666667,0.625,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.5,1,1,0.7,0.7,1,1,0.55,1,0.5,0.833333333333333,0.0750000029802322,0.174999997019768,0.333333343267441,NA,0,0.283333331346512,0.5,NA,0,0.449999988079071,0.25,NA,0.337500005960464,0.899999976158142,0.513888895511627,NA,0.0375000014901161,0.229166656732559,0.416666686534882,NA,0.168750002980232,0.674999952316284,0.381944447755814,NA,0.103125005960464,0.45208328962326,0.399305582046509,NA,0.708333313465118,0.647619068622589,0.677976191043854,0.408122509717941,211,"-1 Yes","-201: <50% administrative guidelines","-200: 0% administrative guidelines","-201: <50% administrative guidelines",NA,"-202: >=50% administrative guidelines",NA,""
